day,customer_id,sale_kind,total_sales
2016-08-09,1000095,order,105.73
2016-08-10,1000096,order,176.696
2016-08-11,1000073,order,152.46
2016-08-11,1000097,order,176.22
2016-08-11,1000098,order,113.36
2016-08-11,1000099,order,180.88
2016-08-12,1000073,order,124.74
2016-08-12,1000073,return,-144.54
2016-08-12,1000100,order,233.24
2016-08-13,1000073,order,190.08
2016-08-14,1000101,order,207.75
2016-08-14,1000102,order,202.88
2016-08-16,1000103,order,328.68
2016-08-18,1000099,order,672.84
2016-08-19,1000104,order,73.87
2016-08-21,1000105,order,163.83
2016-08-22,1000106,order,109.9996
2016-08-22,1000107,order,251.262
2016-08-23,1000039,return,-155.472
2016-08-23,1000056,order,140.61
2016-08-23,1000108,order,89.89
2016-08-23,1000109,order,91.1
2016-08-24,1000110,order,73.03
2016-08-25,1000111,order,137.34
2016-08-25,1000112,order,178.2
2016-08-26,1000105,order,163.959
2016-08-26,1000113,order,95.655
2016-08-27,1000111,order,89.38
2016-08-27,1000114,order,133.004
2016-08-27,1000115,order,319.92
2016-08-29,1000116,order,154.86
2016-08-29,1000117,order,88.32
2016-08-30,1000118,order,155.758
2016-08-31,1000015,return,-76.23
2016-08-31,1000093,return,-153.153
2016-09-02,1000119,order,143.649
2016-09-04,1000120,order,127.215
2016-09-04,1000121,order,148.24
2016-09-06,1000122,order,205.62
2016-09-07,1000123,order,177.31
2016-09-10,1000124,order,117.8526
2016-09-10,1000125,order,161.802
2016-09-10,1000126,order,105.02
2016-09-13,1000074,return,-79.016
2016-09-13,1000097,return,-122.82
2016-09-13,1000127,order,89.462
2016-09-15,1000128,order,478.737
2016-09-15,1000129,order,89.38
2016-09-15,1000130,order,263.11
2016-09-17,1000131,order,421.48
2016-09-18,1000132,order,158.598
2016-09-18,1000133,order,151.51
2016-09-19,1000134,order,111.282
2016-09-20,1000135,order,155.87
2016-09-20,1000136,order,552.825
2016-09-20,1000137,order,140.58
2016-09-22,1000136,order,297
2016-09-23,1000076,order,94.83
2016-09-23,1000138,order,178.473
2016-09-26,1000099,return,-265.32
2016-09-26,1000139,order,103.9192
2016-09-27,1000140,order,158.05
2016-09-28,1000014,order,480.94
2016-09-28,1000141,order,253.44
2016-09-28,1000142,order,78.802
2016-09-29,1000143,order,787.185
2016-10-01,1000144,order,159.552
2016-10-01,1000145,order,115.34
2016-10-01,1000146,order,93.74
2016-10-02,1000147,order,142.578
2016-10-04,1000148,order,273.24
2016-10-05,1000031,order,380.16
2016-10-05,1000121,order,80.46
2016-10-05,1000149,order,136.375
2016-10-06,1000150,order,84.32
2016-10-08,1000151,order,65.46
2016-10-08,1000152,order,102.951
2016-10-08,1000153,order,80.0028
2016-10-10,1000132,return,-46.332
2016-10-10,1000154,order,102.46
2016-10-11,1000155,order,128.738
2016-10-12,1000156,order,351.513
2016-10-14,1000157,order,102.22
2016-10-14,1000158,order,159.0392
2016-10-14,1000159,order,108.7072
2016-10-14,1000160,order,133.1996
2016-10-14,1000161,order,116.82
2016-10-14,1000162,order,210.335
2016-10-14,1000162,return,-111.5812
2016-10-14,1000163,order,77.741
2016-10-14,1000164,order,115.132
2016-10-14,1000165,order,51.2176
2016-10-14,1000166,order,61.332
2016-10-14,1000167,order,65.636
2016-10-14,1000168,order,57.028
2016-10-15,1000169,order,92.664
2016-10-15,1000170,order,156.96
2016-10-16,1000171,order,113.464
2016-10-18,1000138,return,-96.327
2016-10-21,1000172,order,309.942
2016-10-22,1000173,order,69.76
2016-10-22,1000174,order,145.96
2016-10-22,1000175,order,287.1
2016-10-23,1000075,order,271.46
2016-10-23,1000176,order,141.642
2016-10-23,1000177,order,795.984
2016-10-23,1000178,order,133.28
2016-10-24,1000026,order,108.77
2016-10-24,1000179,order,274.176
2016-10-25,1000180,order,109
2016-10-26,1000052,order,174.636
2016-10-27,1000181,order,112.27
2016-10-27,1000182,order,455.4
2016-10-27,1000183,order,173.774
2016-10-27,1000184,order,104.7614
2016-10-28,1000137,order,91.59
2016-10-31,1000185,order,121.101
2016-10-31,1000186,order,77.461
2016-11-01,1000187,order,209.862
2016-11-02,1000139,return,-95.865
2016-11-03,1000188,order,138.84
2016-11-03,1000188,return,-215.38
2016-11-04,1000189,order,212.058
2016-11-04,1000190,order,149.453
2016-11-04,1000191,order,122.3224
2016-11-05,1000192,order,77.461
2016-11-06,1000193,order,114.555
2016-11-06,1000194,order,99.19
2016-11-06,1000195,order,104.1222
2016-11-08,1000196,order,126.38
2016-11-08,1000196,return,-18.156
2016-11-09,1000197,order,196.67
2016-11-11,1000126,order,100.372
2016-11-12,1000198,order,66.49
2016-11-13,1000075,order,113.36
2016-11-13,1000199,order,316.881
2016-11-14,1000200,order,1906.38
2016-11-14,1000201,order,161.802
2016-11-16,1000202,order,160.38
2016-11-21,1000070,order,453.6804
2016-11-22,1000070,return,-77.7798
2016-11-22,1000151,order,79.8
2016-11-22,1000170,order,97.5
2016-11-22,1000203,order,71.04
2016-11-22,1000204,order,50.32
2016-11-22,1000205,order,73.13
2016-11-22,1000206,order,93.8
2016-11-22,1000207,order,94.83
2016-11-23,1000146,order,83.3
2016-11-23,1000208,order,200.43
2016-11-25,1000209,order,42.7
2016-11-25,1000103,order,340.38
2016-11-25,1000182,order,677.28
2016-11-25,1000210,order,38.5
2016-11-25,1000211,order,474.012
2016-11-25,1000212,order,105.7248
2016-11-26,1000213,order,95.9616
2016-11-26,1000214,order,65.4264
2016-11-27,1000017,order,252.88
2016-11-27,1000201,order,159.9
2016-11-27,1000215,order,162.26
2016-11-27,1000216,order,132.0644
2016-11-27,1000217,order,283.22
2016-11-27,1000218,order,57.51
2016-11-28,1000188,order,185.535
2016-11-28,1000010,order,163.9
2016-11-28,1000026,order,42
2016-11-28,1000031,order,92.8
2016-11-28,1000036,order,250.8
2016-11-28,1000099,order,179.2
2016-11-28,1000134,order,61.36
2016-11-28,1000219,order,52.5
2016-11-28,1000196,order,50.5
2016-11-28,1000203,order,185.13
2016-11-28,1000206,order,96.8
2016-11-28,1000220,order,64.5
2016-11-28,1000221,order,136
2016-11-28,1000222,order,188
2016-11-28,1000223,order,49
2016-11-28,1000224,order,65.5
2016-11-28,1000225,order,258
2016-11-28,1000225,return,-27.6
2016-11-28,1000226,order,44.5
2016-11-28,1000227,order,624.91
2016-11-28,1000228,order,453.154
2016-11-28,1000229,order,54.9
2016-11-28,1000230,order,254.37
2016-11-28,1000231,order,31.5
2016-11-28,1000232,order,73.5
2016-11-28,1000233,order,164.8064
2016-12-01,1000234,order,225.07
2016-12-02,1000235,order,217.8
2016-12-02,1000236,order,62.496
2016-12-04,1000237,order,121.04
2016-12-04,1000238,order,102.986
2016-12-05,1000239,order,133.28
2016-12-05,1000240,order,61.88
2016-12-05,1000241,order,180.7
2016-12-05,1000242,order,113.05
2016-12-05,1000243,order,86.11
2016-12-06,1000244,order,85.02
2016-12-07,1000245,order,310.47
2016-12-07,1000246,order,238.986
2016-12-07,1000247,order,92.3896
2016-12-09,1000156,order,142.56
2016-12-09,1000248,order,77.163
2016-12-09,1000249,order,98.208
2016-12-09,1000250,order,225.72
2016-12-09,1000251,order,83.328
2016-12-09,1000252,order,94.016
2016-12-09,1000253,order,135.904
2016-12-09,1000254,order,237.6
2016-12-10,1000056,order,255.42
2016-12-10,1000241,order,171.72
2016-12-10,1000255,order,153.08
2016-12-10,1000256,order,159.3664
2016-12-12,1000176,order,405.76
2016-12-12,1000257,order,385.5
2016-12-12,1000258,order,149
2016-12-12,1000259,order,102.46
2016-12-13,1000200,order,209.7648
2016-12-13,1000179,order,221.76
2016-12-13,1000257,return,-106.398
2016-12-14,1000200,order,402.52
2016-12-15,1000260,order,297.228
2016-12-16,1000261,order,168.3
2016-12-17,1000262,order,148.26
2016-12-17,1000263,order,142.545
2016-12-17,1000264,order,248.302
2016-12-17,1000265,order,374.88
2016-12-17,1000266,order,121.176
2016-12-17,1000267,order,340.56
2016-12-17,1000268,order,276.06
2016-12-18,1000269,order,217.107
2016-12-18,1000270,order,295.3782
2016-12-18,1000271,order,1353.2112
2016-12-18,1000272,order,220.473
2016-12-18,1000273,order,211.82
2016-12-18,1000274,order,281.16
2016-12-18,1000275,order,124.542
2016-12-18,1000276,order,112.4364
2016-12-19,1000277,order,69.7872
2016-12-19,1000278,order,614.856
2016-12-19,1000279,order,401.94
2016-12-19,1000280,order,119.493
2016-12-19,1000281,order,89.199
2016-12-19,1000282,order,112.86
2016-12-19,1000283,order,159.96
2016-12-19,1000284,order,122.08
2016-12-20,1000205,return,-55.59
2016-12-20,1000206,return,-42.6
2016-12-20,1000285,order,1025.44
2016-12-20,1000286,order,218.2626
2016-12-20,1000287,order,60.4128
2016-12-20,1000288,order,78.12
2016-12-20,1000289,order,117.3528
2016-12-20,1000290,order,131.72
2016-12-20,1000291,order,124.542
2016-12-20,1000292,order,66.6624
2016-12-21,1000234,order,92.565
2016-12-21,1000293,order,176.73
2016-12-21,1000294,order,151.68
2016-12-21,1000295,order,323.578
2016-12-21,1000296,order,207.9
2016-12-21,1000297,order,200.59
2016-12-21,1000298,order,245.52
2016-12-21,1000299,order,155.1984
2016-12-21,1000300,order,219.385
2016-12-21,1000300,return,-210.307
2016-12-21,1000301,order,204.4926
2016-12-21,1000302,order,56.68
2016-12-21,1000303,order,170.969
2016-12-21,1000304,order,322.014
2016-12-21,1000305,order,87.4944
2016-12-21,1000306,order,146.387
2016-12-21,1000307,order,71.4712
2016-12-22,1000308,order,558.144
2016-12-22,1000309,order,106.2432
2016-12-22,1000310,order,151.032
2016-12-22,1000311,order,69.08
2016-12-22,1000312,order,155.87
2016-12-22,1000313,order,223.5
2016-12-22,1000314,order,63.22
2016-12-22,1000315,order,102.81
2016-12-22,1000316,order,91.67
2016-12-23,1000298,return,-39.204
2016-12-23,1000317,order,488.07
2016-12-23,1000318,order,87.516
2016-12-23,1000319,order,185.64
2016-12-23,1000320,order,78.32
2016-12-23,1000320,return,-12.5716
2016-12-23,1000321,order,154.78
2016-12-23,1000322,order,240.64
2016-12-24,1000323,order,329.67
2016-12-24,1000324,order,59.95
2016-12-25,1000325,order,62.496
2016-12-25,1000326,order,81.2448
2016-12-25,1000327,order,198
2016-12-25,1000328,order,147.56
2016-12-25,1000329,order,93.744
2016-12-25,1000330,order,222.411
2016-12-26,1000331,order,160.3136
2016-12-26,1000332,order,225.522
2016-12-26,1000333,order,240.3
2016-12-26,1000334,order,74.12
2016-12-26,1000335,order,57.77
2016-12-26,1000336,order,257.567
2016-12-26,1000337,order,91.6608
2016-12-26,1000338,order,152.0736
2016-12-26,1000339,order,132.87
2016-12-26,1000340,order,100.98
2016-12-26,1000341,order,118.8
2016-12-27,1000242,return,-97.02
2016-12-27,1000342,order,437.76
2016-12-27,1000343,order,125.5128
2016-12-27,1000344,order,316.404
2016-12-27,1000345,order,199.716
2016-12-27,1000346,order,213.333
2016-12-27,1000347,order,236.691
2016-12-27,1000348,order,134.3664
2016-12-27,1000349,order,190.92
2016-12-27,1000350,order,175.032
2016-12-27,1000351,order,138.9214
2016-12-27,1000352,order,86.4528
2016-12-27,1000353,order,69.728
2016-12-27,1000354,order,162.4674
2016-12-28,1000355,order,102.46
2016-12-28,1000356,order,98.345
2016-12-28,1000357,order,115.632
2016-12-28,1000358,order,231.625
2016-12-28,1000359,order,304.44
2016-12-28,1000360,order,153.8732
2016-12-29,1000261,order,135.16
2016-12-29,1000361,order,285.09
2016-12-29,1000362,order,107.8324
2016-12-29,1000363,order,87.4944
2016-12-29,1000364,order,91.6608
2016-12-29,1000365,order,51.2168
2016-12-30,1000366,order,148.9488
2016-12-30,1000367,order,435.6
2016-12-30,1000368,order,145.824
2016-12-30,1000369,order,648.21
2016-12-30,1000370,order,143.055
2016-12-30,1000371,order,116.501
2016-12-31,1000372,order,152.813
2017-01-01,1000373,order,289.08
2017-01-01,1000374,order,188.496
2017-01-01,1000375,order,228.888
2017-01-01,1000376,order,378.69
2017-01-02,1000102,order,163.5
2017-01-02,1000377,order,897.13
2017-01-02,1000378,order,146.4268
2017-01-02,1000379,order,269.28
2017-01-02,1000380,order,118.014
2017-01-02,1000381,order,228.888
2017-01-02,1000382,order,117.72
2017-01-02,1000383,order,487.72
2017-01-02,1000384,order,59.95
2017-01-02,1000385,order,257.4
2017-01-02,1000386,order,147.06
2017-01-02,1000387,order,112.4364
2017-01-02,1000388,order,242.9
2017-01-02,1000389,order,138.84
2017-01-03,1000003,order,241.808
2017-01-03,1000383,return,-36.846
2017-01-03,1000390,order,92.7024
2017-01-03,1000391,order,166.4984
2017-01-03,1000391,return,-21.3984
2017-01-03,1000392,order,302.94
2017-01-03,1000393,order,758.03
2017-01-04,1000394,order,78.8568
2017-01-04,1000395,order,114.45
2017-01-04,1000396,order,224.37
2017-01-04,1000397,order,502.112
2017-01-04,1000398,order,307.38
2017-01-04,1000399,order,76.0368
2017-01-04,1000400,order,69.76
2017-01-05,1000056,order,259.38
2017-01-05,1000081,order,383.57
2017-01-05,1000231,order,12
2017-01-05,1000231,return,-42
2017-01-05,1000371,order,311.612
2017-01-05,1000401,order,70.8288
2017-01-05,1000402,order,114.444
2017-01-05,1000403,order,151.946
2017-01-06,1000315,order,215.424
2017-01-06,1000404,order,99
2017-01-06,1000405,order,225.522
2017-01-06,1000406,order,170.969
2017-01-07,1000407,order,97.96
2017-01-07,1000408,order,883.59
2017-01-07,1000409,order,269.059
2017-01-08,1000410,order,135.66
2017-01-08,1000411,order,114.576
2017-01-08,1000412,order,110.88
2017-01-08,1000413,order,104.346
2017-01-08,1000414,order,116.9654
2017-01-08,1000415,order,105.621
2017-01-08,1000416,order,117.7008
2017-01-08,1000417,order,177.888
2017-01-08,1000418,order,145.824
2017-01-08,1000419,order,335.016
2017-01-08,1000420,order,74.9576
2017-01-08,1000421,order,294.3562
2017-01-09,1000400,return,-7.8758
2017-01-09,1000422,order,127.908
2017-01-09,1000423,order,171.6728
2017-01-10,1000424,order,141.7
2017-01-10,1000425,order,295.3782
2017-01-11,1000426,order,89.199
2017-01-11,1000427,order,186.813
2017-01-11,1000428,order,176.22
2017-01-11,1000429,order,213.9534
2017-01-12,1000430,order,134.3664
2017-01-12,1000431,order,423.72
2017-01-13,1000333,order,99.858
2017-01-13,1000432,order,102.46
2017-01-13,1000433,order,349.2308
2017-01-13,1000434,order,228.888
2017-01-14,1000026,order,162.74
2017-01-14,1000435,order,329.429
2017-01-14,1000436,order,123.17
2017-01-15,1000437,order,312.576
2017-01-15,1000438,order,216.6232
2017-01-15,1000439,order,319.77
2017-01-15,1000440,order,335.4
2017-01-15,1000441,order,271.26
2017-01-15,1000442,order,140.61
2017-01-15,1000443,order,501.704
2017-01-16,1000444,order,526.58
2017-01-16,1000445,order,218.04
2017-01-16,1000446,order,159.885
2017-01-16,1000447,order,283.14
2017-01-16,1000448,order,123.9504
2017-01-17,1000271,return,-1236.7344
2017-01-17,1000282,return,-267.3
2017-01-17,1000308,return,-296.082
2017-01-17,1000323,return,-297
2017-01-17,1000449,order,254.66
2017-01-17,1000449,return,-31.773
2017-01-17,1000450,order,252.45
2017-01-18,1000451,order,301.3888
2017-01-18,1000452,order,125.35
2017-01-19,1000453,order,347.48
2017-01-20,1000444,order,141.35
2017-01-20,1000454,order,54.1632
2017-01-20,1000455,order,128.62
2017-01-21,1000456,order,241.56
2017-01-21,1000457,order,234.432
2017-01-22,1000444,order,59.63
2017-01-22,1000458,order,135.28
2017-01-23,1000319,return,-247.52
2017-01-23,1000347,return,-75.87
2017-01-23,1000383,return,-183.34
2017-01-23,1000424,return,-61.38
2017-01-23,1000444,order,269.28
2017-01-23,1000459,order,100.062
2017-01-23,1000460,order,198
2017-01-23,1000461,order,74.82
2017-01-23,1000462,order,191.8696
2017-01-23,1000463,order,244.4
2017-01-23,1000464,order,58.74
2017-01-23,1000465,order,402
2017-01-23,1000466,order,150.42
2017-01-23,1000467,order,117.7008
2017-01-23,1000468,order,147.9072
2017-01-23,1000469,order,206.48
2017-01-23,1000470,order,56.2464
2017-01-24,1000471,order,211.242
2017-01-24,1000472,order,344.44
2017-01-24,1000473,order,108.9
2017-01-24,1000474,order,123.552
2017-01-24,1000475,order,356.0256
2017-01-24,1000476,order,127.27
2017-01-24,1000477,order,158.929
2017-01-24,1000478,order,55.59
2017-01-25,1000479,order,222.36
2017-01-25,1000480,order,365.31
2017-01-25,1000481,order,208.794
2017-01-25,1000482,order,146.06
2017-01-26,1000470,order,83.93
2017-01-26,1000483,order,338.912
2017-01-26,1000484,order,226.0416
2017-01-26,1000485,order,786.38
2017-01-27,1000486,order,158.202
2017-01-27,1000487,order,160.2656
2017-01-28,1000488,order,181.764
2017-01-28,1000489,order,131.274
2017-01-28,1000490,order,244.035
2017-01-28,1000491,order,85.833
2017-01-29,1000234,order,113.36
2017-01-29,1000492,order,126.225
2017-01-29,1000493,order,158.202
2017-01-29,1000494,order,230.571
2017-01-29,1000495,order,226.72
2017-01-29,1000496,order,220.72
2017-01-29,1000497,order,237.5
2017-01-29,1000498,order,205.326
2017-01-29,1000499,order,113.5344
2017-01-30,1000500,order,161.568
2017-01-30,1000501,order,124.542
2017-01-30,1000502,order,139.689
2017-01-31,1000358,return,-64.8032
2017-01-31,1000503,order,118.5376
2017-01-31,1000504,order,70.31
2017-01-31,1000505,order,212.0664
2017-02-01,1000502,return,-122.8736
2017-02-01,1000506,order,132.957
2017-02-01,1000507,order,63.22
2017-02-01,1000508,order,202.74
2017-02-02,1000416,order,89.38
2017-02-02,1000509,order,101.0352
2017-02-02,1000510,order,193.664
2017-02-02,1000511,order,151.3
2017-02-02,1000512,order,269.6
2017-02-02,1000513,order,148.252
2017-02-02,1000514,order,149.33
2017-02-03,1000498,order,184.14
2017-02-03,1000515,order,108.58
2017-02-04,1000516,order,155.1984
2017-02-04,1000517,order,109
2017-02-04,1000518,order,330.26
2017-02-04,1000519,order,204.68
2017-02-04,1000520,order,91.56
2017-02-05,1000483,order,101.37
2017-02-06,1000444,order,735
2017-02-06,1000521,order,126.38
2017-02-06,1000522,order,401.65
2017-02-06,1000523,order,2644.18
2017-02-07,1000207,order,196.02
2017-02-07,1000371,return,-225.437
2017-02-07,1000379,return,-72.27
2017-02-07,1000417,return,-272.391
2017-02-07,1000429,return,-351.3062
2017-02-07,1000443,return,-216.4396
2017-02-07,1000524,order,139.5744
2017-02-07,1000525,order,255.714
2017-02-07,1000526,order,120.8256
2017-02-07,1000527,order,105.196
2017-02-07,1000528,order,125.35
2017-02-07,1000529,order,59.3712
2017-02-08,1000530,order,145.824
2017-02-08,1000531,order,106.92
2017-02-09,1000532,order,82.2864
2017-02-10,1000445,order,133.5
2017-02-10,1000489,order,354.66
2017-02-10,1000533,order,757.05
2017-02-11,1000526,order,247.42
2017-02-11,1000534,order,99
2017-02-11,1000535,order,245.64
2017-02-11,1000536,order,409.96
2017-02-11,1000537,order,129.71
2017-02-11,1000538,order,424.88
2017-02-12,1000539,order,342.144
2017-02-12,1000540,order,114.45
2017-02-13,1000461,order,66.638
2017-02-13,1000465,return,-154.78
2017-02-13,1000540,return,-11.4422
2017-02-13,1000541,order,122.76
2017-02-14,1000421,return,-63.12
2017-02-14,1000542,order,223.924
2017-02-14,1000543,order,278.4704
2017-02-15,1000544,order,219.78
2017-02-16,1000188,order,77.39
2017-02-16,1000188,return,-98.1
2017-02-16,1000545,order,162.41
2017-02-16,1000546,order,355.2
2017-02-16,1000547,order,263.262
2017-02-18,1000188,order,218.218
2017-02-18,1000548,order,199.66
2017-02-18,1000549,order,99.297
2017-02-18,1000550,order,222.8292
2017-02-19,1000053,order,491.512
2017-02-19,1000551,order,155.0848
2017-02-20,1000552,order,376.1654
2017-02-20,1000553,order,233.002
2017-02-20,1000554,order,143.88
2017-02-21,1000431,return,-538.56
2017-02-21,1000460,return,-170.28
2017-02-21,1000462,return,-239.0144
2017-02-21,1000491,return,-97.6256
2017-02-21,1000501,return,-116.334
2017-02-21,1000555,order,106.134
2017-02-21,1000556,order,142.79
2017-02-22,1000533,order,568.32
2017-02-22,1000557,order,135.16
2017-02-22,1000558,order,414.22
2017-02-23,1000559,order,97.614
2017-02-23,1000560,order,75.21
2017-02-23,1000561,order,152.6
2017-02-24,1000530,order,102.46
2017-02-24,1000562,order,233.1054
2017-02-24,1000563,order,548.34
2017-02-24,1000564,order,89.6584
2017-02-24,1000565,order,74.9576
2017-02-25,1000514,order,103.1184
2017-02-25,1000566,order,83.328
2017-02-25,1000567,order,309.408
2017-02-27,1000568,order,997.92
2017-02-27,1000569,order,122.859
2017-02-28,1000570,order,74.9952
2017-02-28,1000571,order,78.36
2017-02-28,1000572,order,172.26
2017-03-02,1000573,order,97.01
2017-03-05,1000574,order,104.346
2017-03-05,1000360,order,76.11
2017-03-06,1000575,order,1068.336
2017-03-06,1000576,order,446.25
2017-03-06,1000577,order,291.64
2017-03-07,1000377,return,-412.83
2017-03-07,1000533,return,-421.25
2017-03-07,1000544,return,-127.71
2017-03-07,1000578,order,257
2017-03-07,1000579,order,277.2
2017-03-07,1000580,order,110.88
2017-03-08,1000424,order,60.4128
2017-03-08,1000581,order,148.24
2017-03-08,1000582,order,237.303
2017-03-10,1000583,order,111.078
2017-03-10,1000584,order,199.98
2017-03-11,1000585,order,394.29
2017-03-11,1000586,order,74.9576
2017-03-12,1000587,order,214.132
2017-03-12,1000588,order,99.858
2017-03-13,1000589,order,149.671
2017-03-13,1000590,order,252.456
2017-03-13,1000591,order,123.84
2017-03-13,1000592,order,327.69
2017-03-13,1000593,order,171.8858
2017-03-16,1000594,order,282.7
2017-03-17,1000161,order,186.813
2017-03-17,1000224,order,84.15
2017-03-17,1000493,order,117.5252
2017-03-17,1000499,order,71.8704
2017-03-17,1000595,order,252.7352
2017-03-18,1000496,return,-122.82
2017-03-18,1000502,return,-104.3336
2017-03-18,1000538,return,-266.96
2017-03-18,1000547,return,-77.211
2017-03-18,1000558,return,-344.72
2017-03-18,1000596,order,226.95
2017-03-19,1000597,order,255.714
2017-03-19,1000598,order,94.83
2017-03-21,1000498,order,84.55
2017-03-21,1000580,order,420.08
2017-03-21,1000599,order,126.44
2017-03-21,1000600,order,53.1676
2017-03-22,1000601,order,129.952
2017-03-22,1000602,order,111.18
2017-03-22,1000602,return,-14.86
2017-03-22,1000603,order,132.98
2017-03-24,1000604,order,493.87
2017-03-25,1000605,order,104.16
2017-03-26,1000606,order,144.97
2017-03-26,1000607,order,213.07
2017-03-27,1000608,order,194.532
2017-03-27,1000609,order,153.26
2017-03-27,1000610,order,570.24
2017-03-28,1000611,order,223.5
2017-03-28,1000612,order,222.5
2017-03-29,1000514,return,-78.21
2017-03-29,1000562,return,-95.931
2017-03-29,1000613,order,156.1208
2017-03-30,1000614,order,141.7
2017-03-30,1000615,order,58.528
2017-03-31,1000418,order,150.42
2017-03-31,1000602,order,63.22
2017-03-31,1000616,order,313.1618
2017-03-31,1000617,order,349.02
2017-03-31,1000618,order,114.1796
2017-03-31,1000619,order,160.59
2017-04-01,1000620,order,97.9104
2017-04-02,1000621,order,99.297
2017-04-03,1000575,return,-501.4744
2017-04-03,1000611,order,128.14
2017-04-03,1000622,order,116.144
2017-04-04,1000623,order,66.49
2017-04-05,1000624,order,258
2017-04-05,1000275,order,120.99
2017-04-05,1000625,order,279.6288
2017-04-05,1000626,order,240.669
2017-04-05,1000627,order,412
2017-04-06,1000628,order,203.82
2017-04-07,1000629,order,91.56
2017-04-08,1000630,order,95.92
2017-04-08,1000631,order,184.14
2017-04-08,1000632,order,168.3
2017-04-08,1000633,order,68.7368
2017-04-09,1000634,order,103.55
2017-04-09,1000635,order,167.943
2017-04-10,1000636,order,125.5968
2017-04-10,1000637,order,245.8026
2017-04-10,1000638,order,89.199
2017-04-10,1000639,order,133.5472
2017-04-10,1000640,order,99.297
2017-04-10,1000641,order,95.931
2017-04-11,1000642,order,61.204
2017-04-11,1000643,order,186.813
2017-04-11,1000644,order,371.1162
2017-04-11,1000645,order,152.46
2017-04-11,1000646,order,83.8024
2017-04-11,1000647,order,126.225
2017-04-11,1000648,order,95.319
2017-04-11,1000649,order,55.59
2017-04-11,1000650,order,95.1016
2017-04-11,1000651,order,178.398
2017-04-11,1000652,order,111.1088
2017-04-11,1000653,order,117.7
2017-04-11,1000654,order,112.5208
2017-04-12,1000655,order,76.3884
2017-04-12,1000656,order,138.006
2017-04-12,1000657,order,61.04
