day,customer_id,sale_kind,total_sales,,,
2016-10-02,1000147,order,240.3,,,
2016-10-04,1000148,order,297,,,
2016-10-05,1000031,order,790.02,,,
2016-10-05,1000121,order,345.68,,,
2016-10-05,1000149,order,226.928,,,
2016-10-06,1000150,order,164.672,,,
2016-10-08,1000151,order,174.56,,,
2016-10-08,1000152,order,244.032,,,
2016-10-08,1000153,order,326.772,,,
2016-10-10,1000132,return,-176.418,,,
2016-10-10,1000154,order,167.86,,,
2016-10-11,1000155,order,161.468,,,
2016-10-12,1000156,order,304.146,,,
2016-10-14,1000157,order,161.4,,,
2016-10-14,1000158,order,318.0784,,,
2016-10-14,1000159,order,226.8672,,,
2016-10-14,1000160,order,289.6768,,,
2016-10-14,1000161,order,384.12,,,
2016-10-14,1000162,order,274.35,,,
2016-10-14,1000162,return,-257.9172,,,
2016-10-14,1000163,order,104.2644,,,
2016-10-14,1000164,order,225.96,,,
2016-10-14,1000165,order,177.4324,,,
2016-10-14,1000166,order,202.288,,,
2016-10-14,1000167,order,204.44,,,
2016-10-14,1000168,order,191.528,,,
2016-10-15,1000169,order,242.352,,,
2016-10-15,1000170,order,150.42,,,
2016-10-16,1000171,order,176.742,,,
2016-10-18,1000138,return,-262.71,,,
2016-10-21,1000172,order,360.828,,,
2016-10-22,1000173,order,202.74,,,
2016-10-22,1000174,order,192.24,,,
2016-10-22,1000175,order,463.32,,,
2016-10-23,1000075,order,753.44,,,
2016-10-23,1000176,order,250.776,,,
2016-10-23,1000177,order,1313.3736,,,
2016-10-23,1000178,order,252.28,,,
2016-10-24,1000026,order,277.14,,,
2016-10-24,1000179,order,475.524,,,
2016-10-25,1000180,order,261.6,,,
2016-10-26,1000052,order,395.604,,,
2016-10-27,1000181,order,248.52,,,
2016-10-27,1000182,order,982.08,,,
2016-10-27,1000183,order,568.3432,,,
2016-10-27,1000184,order,219.8272,,,
2016-10-28,1000137,order,193.5,,,
2016-10-31,1000185,order,255.294,,,
2016-10-31,1000186,order,312.026,,,
2016-11-01,1000187,order,362.052,,,
2016-11-02,1000139,return,-288.84,,,
2016-11-03,1000188,order,234.96,,,
2016-11-03,1000188,return,-519.76,,,
2016-11-04,1000189,order,245.916,,,
2016-11-04,1000190,order,400.476,,,
2016-11-04,1000191,order,146.3296,,,
2016-11-05,1000192,order,257.476,,,
2016-11-06,1000193,order,209.472,,,
2016-11-06,1000194,order,161.32,,,
2016-11-06,1000195,order,258.5892,,,
2016-11-08,1000196,order,320.4,,,
2016-11-08,1000196,return,-41.652,,,
2016-11-09,1000197,order,753.44,,,
2016-11-11,1000126,order,141.83,,,
2016-11-12,1000198,order,200.56,,,
2016-11-13,1000075,order,180.94,,,
2016-11-13,1000199,order,684.648,,,
2016-11-14,1000200,order,4410.84,,,
2016-11-14,1000201,order,352.44,,,
2016-11-16,1000202,order,256.608,,,
2016-11-21,1000070,order,882.5016,,,
2016-11-22,1000070,return,-296.304,,,
2016-11-22,1000151,order,124.6,,,
2016-11-22,1000170,order,145.6,,,
2016-11-22,1000203,order,90.28,,,
2016-11-22,1000204,order,153.92,,,
2016-11-22,1000205,order,71,,,
2016-11-22,1000206,order,98,,,
2016-11-22,1000207,order,276.86,,,
2016-11-23,1000146,order,166.6,,,
2016-11-23,1000208,order,253.98,,,
2016-11-25,1000209,order,110.6,,,
2016-11-25,1000103,order,412.92,,,
2016-11-25,1000182,order,886.44,,,
2016-11-25,1000210,order,88.2,,,
2016-11-25,1000211,order,880.308,,,
2016-11-25,1000212,order,165.9292,,,
2016-11-26,1000213,order,290.5504,,,
2016-11-26,1000214,order,222.9344,,,
2016-11-27,1000017,order,497.04,,,
2016-11-27,1000201,order,153.4,,,
2016-11-27,1000215,order,202.52,,,
2016-11-27,1000216,order,179.3168,,,
2016-11-27,1000217,order,461.244,,,
2016-11-27,1000218,order,116.44,,,
2016-11-28,1000188,order,238.266,,,
2016-11-28,1000010,order,330,,,
2016-11-28,1000026,order,66,,,
2016-11-28,1000031,order,188.8,,,
2016-11-28,1000036,order,550,,,
2016-11-28,1000099,order,326.4,,,
2016-11-28,1000134,order,100.88,,,
2016-11-28,1000219,order,134,,,
2016-11-28,1000196,order,131,,,
2016-11-28,1000203,order,373.32,,,
2016-11-28,1000206,order,261.8,,,
2016-11-28,1000220,order,82,,,
2016-11-28,1000221,order,214.4,,,
2016-11-28,1000222,order,332,,,
2016-11-28,1000223,order,79.8,,,
2016-11-28,1000224,order,110,,,
2016-11-28,1000225,order,216,,,
2016-11-28,1000225,return,-67.2,,,
2016-11-28,1000226,order,126,,,
2016-11-28,1000227,order,585.58,,,
2016-11-28,1000228,order,881.3064,,,
2016-11-28,1000229,order,246.6,,,
2016-11-28,1000230,order,617.16,,,
2016-11-28,1000231,order,84,,,
2016-11-28,1000232,order,116.2,,,
2016-11-28,1000233,order,490.6736,,,
2016-12-01,1000234,order,614.98,,,
2016-12-02,1000235,order,304.92,,,
2016-12-02,1000236,order,124.992,,,
2016-12-04,1000237,order,115.7,,,
2016-12-04,1000238,order,167.2008,,,
2016-12-05,1000239,order,245.14,,,
2016-12-05,1000240,order,140.42,,,
2016-12-05,1000241,order,417,,,
2016-12-05,1000242,order,199.92,,,
2016-12-05,1000243,order,228.9,,,
2016-12-06,1000244,order,222.36,,,
2016-12-07,1000245,order,279.66,,,
2016-12-07,1000246,order,175.032,,,
2016-12-07,1000247,order,118.5376,,,
2016-12-09,1000156,order,384.12,,,
2016-12-09,1000248,order,450.874,,,
2016-12-09,1000249,order,289.664,,,
2016-12-09,1000250,order,622.512,,,
2016-12-09,1000251,order,293.632,,,
2016-12-09,1000252,order,138.112,,,
2016-12-09,1000253,order,164.672,,,
2016-12-09,1000254,order,456.192,,,
2016-12-10,1000056,order,530.64,,,
2016-12-10,1000241,order,429.3,,,
2016-12-10,1000255,order,277.68,,,
2016-12-10,1000256,order,133.5232,,,
2016-12-12,1000176,order,887.6,,,
2016-12-12,1000257,order,539.7,,,
2016-12-12,1000258,order,274.16,,,
2016-12-12,1000259,order,124.26,,,
2016-12-13,1000200,order,574.356,,,
2016-12-13,1000179,order,542.52,,,
2016-12-13,1000257,return,-86.352,,,
2016-12-14,1000200,order,610.72,,,
2016-12-15,1000260,order,588.064,,,
2016-12-16,1000261,order,494.802,,,
2016-12-17,1000262,order,349.47,,,
2016-12-17,1000263,order,289.476,,,
2016-12-17,1000264,order,233.478,,,
2016-12-17,1000265,order,570.84,,,
2016-12-17,1000266,order,424.116,,,
2016-12-17,1000267,order,1108.8,,,
2016-12-17,1000268,order,407.64,,,
2016-12-18,1000269,order,501.534,,,
2016-12-18,1000270,order,434.2312,,,
2016-12-18,1000271,order,1968.3072,,,
2016-12-18,1000272,order,498.168,,,
2016-12-18,1000273,order,347.99,,,
2016-12-18,1000274,order,459.36,,,
2016-12-18,1000275,order,215.424,,,
2016-12-18,1000276,order,167.3472,,,
2016-12-19,1000277,order,149.9904,,,
2016-12-19,1000278,order,951.456,,,
2016-12-19,1000279,order,648.648,,,
2016-12-19,1000280,order,329.868,,,
2016-12-19,1000281,order,343.332,,,
2016-12-19,1000282,order,384.12,,,
2016-12-19,1000283,order,327.66,,,
2016-12-19,1000284,order,174.4,,,
2016-12-20,1000205,return,-118.32,,,
2016-12-20,1000206,return,-80.4,,,
2016-12-20,1000285,order,1753.856,,,
2016-12-20,1000286,order,608.9796,,,
2016-12-20,1000287,order,241.6512,,,
2016-12-20,1000288,order,210.4032,,,
2016-12-20,1000289,order,301.3504,,,
2016-12-20,1000290,order,151.3,,,
2016-12-20,1000291,order,353.43,,,
2016-12-20,1000292,order,306.2304,,,
2016-12-21,1000234,order,319.77,,,
2016-12-21,1000293,order,327.66,,,
2016-12-21,1000294,order,388.68,,,
2016-12-21,1000295,order,1127.304,,,
2016-12-21,1000296,order,257.4,,,
2016-12-21,1000297,order,435.126,,,
2016-12-21,1000298,order,392.04,,,
2016-12-21,1000299,order,306.2304,,,
2016-12-21,1000300,order,326.808,,,
2016-12-21,1000300,return,-226.95,,,
2016-12-21,1000301,order,363.5424,,,
2016-12-21,1000302,order,285.58,,,
2016-12-21,1000303,order,248.132,,,
2016-12-21,1000304,order,1180.718,,,
2016-12-21,1000305,order,197.904,,,
2016-12-21,1000306,order,544.782,,,
2016-12-21,1000307,order,261.48,,,
2016-12-22,1000308,order,511.632,,,
2016-12-22,1000309,order,283.3152,,,
2016-12-22,1000310,order,299.9808,,,
2016-12-22,1000311,order,309.4784,,,
2016-12-22,1000312,order,313.92,,,
2016-12-22,1000313,order,163.9,,,
2016-12-22,1000314,order,283.4,,,
2016-12-22,1000315,order,235.42,,,
2016-12-22,1000316,order,197.58,,,
2016-12-23,1000298,return,-57.024,,,
2016-12-23,1000317,order,390.456,,,
2016-12-23,1000318,order,488.07,,,
2016-12-23,1000319,order,509.32,,,
2016-12-23,1000320,order,110.36,,,
2016-12-23,1000320,return,-29.1756,,,
2016-12-23,1000321,order,187.48,,,
2016-12-23,1000322,order,789.6,,,
2016-12-24,1000323,order,302.94,,,
2016-12-24,1000324,order,237.62,,,
2016-12-25,1000325,order,214.5696,,,
2016-12-25,1000326,order,216.6528,,,
2016-12-25,1000327,order,316.8,,,
2016-12-25,1000328,order,547.4,,,
2016-12-25,1000329,order,268.7328,,,
2016-12-25,1000330,order,444.822,,,
2016-12-26,1000331,order,277.2992,,,
2016-12-26,1000332,order,245.718,,,
2016-12-26,1000333,order,359.56,,,
2016-12-26,1000334,order,318.28,,,
2016-12-26,1000335,order,285.58,,,
2016-12-26,1000336,order,337.246,,,
2016-12-26,1000337,order,174.9888,,,
2016-12-26,1000338,order,162.4896,,,
2016-12-26,1000339,order,299.28,,,
2016-12-26,1000340,order,373.626,,,
2016-12-26,1000341,order,344.52,,,
2016-12-27,1000242,return,-281.16,,,
2016-12-27,1000342,order,980.5824,,,
2016-12-27,1000343,order,377.888,,,
2016-12-27,1000344,order,457.776,,,
2016-12-27,1000345,order,351.016,,,
2016-12-27,1000346,order,220.898,,,
2016-12-27,1000347,order,465.29,,,
2016-12-27,1000348,order,210.4032,,,
2016-12-27,1000349,order,159.96,,,
2016-12-27,1000350,order,168.3,,,
2016-12-27,1000351,order,428.5372,,,
2016-12-27,1000352,order,210.4032,,,
2016-12-27,1000353,order,191.752,,,
2016-12-27,1000354,order,518.012,,,
2016-12-28,1000355,order,248.52,,,
2016-12-28,1000356,order,236.028,,,
2016-12-28,1000357,order,180.576,,,
2016-12-28,1000358,order,548.488,,,
2016-12-28,1000359,order,768.84,,,
2016-12-28,1000360,order,351.364,,,
2016-12-29,1000261,order,167.86,,,
2016-12-29,1000361,order,394.74,,,
2016-12-29,1000362,order,273.8216,,,
2016-12-29,1000363,order,149.9904,,,
2016-12-29,1000364,order,164.5728,,,
2016-12-29,1000365,order,186.6256,,,
2016-12-30,1000366,order,133.3248,,,
2016-12-30,1000367,order,467.28,,,
2016-12-30,1000368,order,277.0656,,,
2016-12-30,1000369,order,1849.77,,,
2016-12-30,1000370,order,188.496,,,
2016-12-30,1000371,order,166.43,,,
2016-12-31,1000372,order,444.822,,,
2017-01-01,1000373,order,209.88,,,
2017-01-01,1000374,order,417.384,,,
2017-01-01,1000375,order,494.802,,,
2017-01-01,1000376,order,439.2804,,,
2017-01-02,1000102,order,135.16,,,
2017-01-02,1000377,order,2578.16,,,
2017-01-02,1000378,order,757.38,,,
2017-01-02,1000379,order,328.68,,,
2017-01-02,1000380,order,344.964,,,
2017-01-02,1000381,order,255.816,,,
2017-01-02,1000382,order,180.94,,,
2017-01-02,1000383,order,890,,,
2017-01-02,1000384,order,226.72,,,
2017-01-02,1000385,order,1156.32,,,
2017-01-02,1000386,order,196.08,,,
2017-01-02,1000387,order,142.9424,,,
2017-01-02,1000388,order,374.76,,,
2017-01-02,1000389,order,352.44,,,
2017-01-03,1000003,order,327.488,,,
2017-01-03,1000383,return,-158.064,,,
2017-01-03,1000390,order,183.3216,,,
2017-01-03,1000391,order,230.3608,,,
2017-01-03,1000391,return,-29.4228,,,
2017-01-03,1000392,order,510.84,,,
2017-01-03,1000393,order,1216.18,,,
2017-01-04,1000394,order,175.8416,,,
2017-01-04,1000395,order,324.82,,,
2017-01-04,1000396,order,559.54,,,
2017-01-04,1000397,order,869.856,,,
2017-01-04,1000398,order,305.2,,,
2017-01-04,1000399,order,287.4816,,,
2017-01-04,1000400,order,187.48,,,
2017-01-05,1000056,order,364.32,,,
2017-01-05,1000081,order,462.82,,,
2017-01-05,1000231,order,46.4,,,
2017-01-05,1000231,return,-114,,,
2017-01-05,1000371,order,301.56,,,
2017-01-05,1000401,order,135.408,,,
2017-01-05,1000402,order,447.678,,,
2017-01-05,1000403,order,359.482,,,
2017-01-06,1000315,order,471.24,,,
2017-01-06,1000404,order,336.6,,,
2017-01-06,1000405,order,397.188,,,
2017-01-06,1000406,order,181.56,,,
2017-01-07,1000407,order,474,,,
2017-01-07,1000408,order,1107.4328,,,
2017-01-07,1000409,order,550.256,,,
2017-01-08,1000410,order,642.6,,,
2017-01-08,1000411,order,216.6528,,,
2017-01-08,1000412,order,205.92,,,
2017-01-08,1000413,order,440.946,,,
2017-01-08,1000414,order,177.9192,,,
2017-01-08,1000415,order,500.31,,,
2017-01-08,1000416,order,110.4096,,,
2017-01-08,1000417,order,429.896,,,
2017-01-08,1000418,order,168.7392,,,
2017-01-08,1000419,order,389.664,,,
2017-01-08,1000420,order,261.48,,,
2017-01-08,1000421,order,479.4668,,,
2017-01-09,1000400,return,-36.8528,,,
2017-01-09,1000422,order,387.09,,,
2017-01-09,1000423,order,368.5916,,,
2017-01-10,1000424,order,218,,,
2017-01-10,1000425,order,716.9864,,,
2017-01-11,1000426,order,178.398,,,
2017-01-11,1000427,order,181.764,,,
2017-01-11,1000428,order,213.84,,,
2017-01-11,1000429,order,279.9884,,,
2017-01-12,1000430,order,308.3136,,,
2017-01-12,1000431,order,728.64,,,
2017-01-13,1000333,order,263.262,,,
2017-01-13,1000432,order,257.24,,,
2017-01-13,1000433,order,698.4616,,,
2017-01-13,1000434,order,908.82,,,
2017-01-14,1000026,order,173.8,,,
2017-01-14,1000435,order,561.4616,,,
2017-01-14,1000436,order,215.82,,,
2017-01-15,1000437,order,633.6,,,
2017-01-15,1000438,order,663.9972,,,
2017-01-15,1000439,order,653.004,,,
2017-01-15,1000440,order,479.88,,,
2017-01-15,1000441,order,308.88,,,
2017-01-15,1000442,order,291.54,,,
2017-01-15,1000443,order,914.396,,,
2017-01-16,1000444,order,699,,,
2017-01-16,1000445,order,218.04,,,
2017-01-16,1000446,order,265.914,,,
2017-01-16,1000447,order,304.92,,,
2017-01-16,1000448,order,204.1536,,,
2017-01-17,1000271,return,-2717.068,,,
2017-01-17,1000282,return,-530.64,,,
2017-01-17,1000308,return,-346.5256,,,
2017-01-17,1000323,return,-611.82,,,
2017-01-17,1000449,order,633.08,,,
2017-01-17,1000449,return,-59.262,,,
2017-01-17,1000450,order,296.208,,,
2017-01-18,1000451,order,466.2108,,,
2017-01-18,1000452,order,172.22,,,
2017-01-19,1000453,order,333.2,,,
2017-01-20,1000444,order,673.34,,,
2017-01-20,1000454,order,227.0688,,,
2017-01-20,1000455,order,233.26,,,
2017-01-21,1000456,order,566.28,,,
2017-01-21,1000457,order,272.448,,,
2017-01-22,1000444,order,217.16,,,
2017-01-22,1000458,order,281.24,,,
2017-01-23,1000319,return,-480.76,,,
2017-01-23,1000347,return,-119.3688,,,
2017-01-23,1000383,return,-338.2,,,
2017-01-23,1000424,return,-138.6,,,
2017-01-23,1000444,order,487.08,,,
2017-01-23,1000459,order,403.954,,,
2017-01-23,1000460,order,447.48,,,
2017-01-23,1000461,order,242.52,,,
2017-01-23,1000462,order,666.4944,,,
2017-01-23,1000463,order,488.8,,,
2017-01-23,1000464,order,227.84,,,
2017-01-23,1000465,order,643.2,,,
2017-01-23,1000466,order,235.44,,,
2017-01-23,1000467,order,264.5664,,,
2017-01-23,1000468,order,170.8224,,,
2017-01-23,1000469,order,452.12,,,
2017-01-23,1000470,order,239.568,,,
2017-01-24,1000471,order,292.774,,,
2017-01-24,1000472,order,1203.36,,,
2017-01-24,1000473,order,471.24,,,
2017-01-24,1000474,order,231.264,,,
2017-01-24,1000475,order,890.064,,,
2017-01-24,1000476,order,258.1,,,
2017-01-24,1000477,order,388.836,,,
2017-01-24,1000478,order,287.76,,,
2017-01-25,1000479,order,514.48,,,
2017-01-25,1000480,order,819.72,,,
2017-01-25,1000481,order,233.002,,,
2017-01-25,1000482,order,313.92,,,
2017-01-26,1000470,order,226.72,,,
2017-01-26,1000483,order,780.708,,,
2017-01-26,1000484,order,343.7716,,,
2017-01-26,1000485,order,1079.12,,,
2017-01-27,1000486,order,407.286,,,
2017-01-27,1000487,order,273.5568,,,
2017-01-28,1000488,order,168.3,,,
2017-01-28,1000489,order,397.188,,,
2017-01-28,1000490,order,494.802,,,
2017-01-28,1000491,order,171.666,,,
2017-01-29,1000234,order,316.1,,,
2017-01-29,1000492,order,400.554,,,
2017-01-29,1000493,order,430.848,,,
2017-01-29,1000494,order,306.306,,,
2017-01-29,1000495,order,597.32,,,
2017-01-29,1000496,order,452.12,,,
2017-01-29,1000497,order,1197,,,
2017-01-29,1000498,order,252.45,,,
2017-01-29,1000499,order,295.8144,,,
2017-01-30,1000500,order,491.436,,,
2017-01-30,1000501,order,188.496,,,
2017-01-30,1000502,order,205.326,,,
2017-01-31,1000358,return,-90.8928,,,
2017-01-31,1000503,order,116.7944,,,
2017-01-31,1000504,order,89,,,
2017-01-31,1000505,order,368.5916,,,
2017-02-01,1000502,return,-185.152,,,
2017-02-01,1000506,order,208.692,,,
2017-02-01,1000507,order,113.36,,,
2017-02-01,1000508,order,627.84,,,
2017-02-02,1000416,order,109,,,
2017-02-02,1000509,order,272.8992,,,
2017-02-02,1000510,order,659.668,,,
2017-02-02,1000511,order,381.276,,,
2017-02-02,1000512,order,539.2,,,
2017-02-02,1000513,order,175.6216,,,
2017-02-02,1000514,order,139.52,,,
2017-02-03,1000498,order,261.36,,,
2017-02-03,1000515,order,245.64,,,
2017-02-04,1000516,order,218.736,,,
2017-02-04,1000517,order,124.26,,,
2017-02-04,1000518,order,970.56,,,
2017-02-04,1000519,order,285.6,,,
2017-02-04,1000520,order,207.1,,,
2017-02-05,1000483,order,113.36,,,
2017-02-06,1000444,order,661.5,,,
2017-02-06,1000521,order,234.96,,,
2017-02-06,1000522,order,720.2,,,
2017-02-06,1000523,order,6488.24,,,
2017-02-07,1000207,order,245.52,,,
2017-02-07,1000371,return,-172.482,,,
2017-02-07,1000379,return,-192.06,,,
2017-02-07,1000417,return,-277.95,,,
2017-02-07,1000429,return,-396.21,,,
2017-02-07,1000443,return,-206.3256,,,
2017-02-07,1000524,order,124.992,,,
2017-02-07,1000525,order,385.424,,,
2017-02-07,1000526,order,154.1568,,,
2017-02-07,1000527,order,214.438,,,
2017-02-07,1000528,order,161.32,,,
2017-02-07,1000529,order,214.5696,,,
2017-02-08,1000530,order,181.2384,,,
2017-02-08,1000531,order,534.6,,,
2017-02-09,1000532,order,252.0672,,,
2017-02-10,1000445,order,208.26,,,
2017-02-10,1000489,order,606.52,,,
2017-02-10,1000533,order,1452.3,,,
2017-02-11,1000526,order,469.92,,,
2017-02-11,1000534,order,471.24,,,
2017-02-11,1000535,order,245.64,,,
2017-02-11,1000536,order,747.9,,,
2017-02-11,1000537,order,124.26,,,
2017-02-11,1000538,order,458.72,,,
2017-02-12,1000539,order,925.056,,,
2017-02-12,1000540,order,228.9,,,
2017-02-13,1000461,order,123.5832,,,
2017-02-13,1000465,return,-422.92,,,
2017-02-13,1000540,return,-27.3424,,,
2017-02-13,1000541,order,360.36,,,
2017-02-14,1000421,return,-114.4576,,,
2017-02-14,1000542,order,414.562,,,
2017-02-14,1000543,order,321.312,,,
2017-02-15,1000544,order,209.88,,,
2017-02-16,1000188,order,150.42,,,
2017-02-16,1000188,return,-207.1,,,
2017-02-16,1000545,order,150.42,,,
2017-02-16,1000546,order,1509.6,,,
2017-02-16,1000547,order,514.42,,,
2017-02-18,1000188,order,170.912,,,
2017-02-18,1000548,order,444.02,,,
2017-02-18,1000549,order,279.378,,,
2017-02-18,1000550,order,367.0128,,,
2017-02-19,1000053,order,865.648,,,
2017-02-19,1000551,order,162.3544,,,
2017-02-20,1000552,order,555.412,,,
2017-02-20,1000553,order,695.98,,,
2017-02-20,1000554,order,172.22,,,
2017-02-21,1000431,return,-538.56,,,
2017-02-21,1000460,return,-483.12,,,
2017-02-21,1000462,return,-504.96,,,
2017-02-21,1000491,return,-190.2016,,,
2017-02-21,1000501,return,-105.2064,,,
2017-02-21,1000555,order,160.284,,,
2017-02-21,1000556,order,257.24,,,
2017-02-22,1000533,order,1012.32,,,
2017-02-22,1000557,order,281.22,,,
2017-02-22,1000558,order,789.52,,,
2017-02-23,1000559,order,326.502,,,
2017-02-23,1000560,order,233.26,,,
2017-02-23,1000561,order,222.36,,,
2017-02-24,1000530,order,191.84,,,
2017-02-24,1000562,order,447.374,,,
